Processing WAV file: C:\users\akohale\desktop\tap_recordings_pcm.wav (Samplerate: 48000 Hz, Total Samples: 1438080)
--- Tap Detection Log by Frame ---
Frame Size: 192 samples
----------------------------------
Frame | Start Time (s) | Tap Detected?
 1709 |          6.836 | 0
 1710 |          6.840 | 0
 1711 |          6.844 | 0
 1712 |          6.848 | 0
 1713 |          6.852 | 0
 1714 |          6.856 | 0
 1715 |          6.860 | 0
 1716 |          6.864 | 0
 1717 |          6.868 | 0
 1718 |          6.872 | 0
 1719 |          6.876 | 0
 1720 |          6.880 | 0
 1721 |          6.884 | 0
 1722 |          6.888 | 0
 1723 |          6.892 | 0
 1724 |          6.896 | 0
 1725 |          6.900 | 0
 1726 |          6.904 | 0
 1727 |          6.908 | 0
 1728 |          6.912 | 0
 1729 |          6.916 | 0
 1730 |          6.920 | 0
 1731 |          6.924 | 0
 1732 |          6.928 | 0
 1733 |          6.932 | 0
 1734 |          6.936 | 0
 1735 |          6.940 | 0
 1736 |          6.944 | 0
 1737 |          6.948 | 0
 1738 |          6.952 | 0
 1739 |          6.956 | 0
 1740 |          6.960 | 0
 1741 |          6.964 | 0
 1742 |          6.968 | 0
 1743 |          6.972 | 0
 1744 |          6.976 | 0
 1745 |          6.980 | 0
 1746 |          6.984 | 0
 1747 |          6.988 | 0
 1748 |          6.992 | 0
 1749 |          6.996 | 0
 1750 |          7.000 | 0
 1751 |          7.004 | 0
 1752 |          7.008 | 0
 1753 |          7.012 | 0
 1754 |          7.016 | 0
 1755 |          7.020 | 0
 1756 |          7.024 | 0
 1757 |          7.028 | 0
 1758 |          7.032 | 0
 1759 |          7.036 | 0
 1760 |          7.040 | 0
 1761 |          7.044 | 0
 1762 |          7.048 | 0
 1763 |          7.052 | 0
 1764 |          7.056 | 0
 1765 |          7.060 | 0
 1766 |          7.064 | 0
 1767 |          7.068 | 0
 1768 |          7.072 | 0
 1769 |          7.076 | 0
 1770 |          7.080 | 0
 1771 |          7.084 | 0
 1772 |          7.088 | 0
 1773 |          7.092 | 0
 1774 |          7.096 | 0
 1775 |          7.100 | 0
 1776 |          7.104 | 0
 1777 |          7.108 | 0
 1778 |          7.112 | 0
 1779 |          7.116 | 0
 1780 |          7.120 | 0
 1781 |          7.124 | 0
 1782 |          7.128 | 0
 1783 |          7.132 | 0
 1784 |          7.136 | 0
 1785 |          7.140 | 0
 1786 |          7.144 | 0
 1787 |          7.148 | 0
 1788 |          7.152 | 0
 1789 |          7.156 | 0
 1790 |          7.160 | 0
 1791 |          7.164 | 0
 1792 |          7.168 | 0
 1793 |          7.172 | 0
 1794 |          7.176 | 0
 1795 |          7.180 | 0
 1796 |          7.184 | 0
 1797 |          7.188 | 0
 1798 |          7.192 | 0
 1799 |          7.196 | 0
 1800 |          7.200 | 0
 1801 |          7.204 | 0
 1802 |          7.208 | 0
 1803 |          7.212 | 0
 1804 |          7.216 | 0
 1805 |          7.220 | 0
 1806 |          7.224 | 0
 1807 |          7.228 | 0
 1808 |          7.232 | 0
 1809 |          7.236 | 0
 1810 |          7.240 | 0
 1811 |          7.244 | 0
 1812 |          7.248 | 0
 1813 |          7.252 | 0
 1814 |          7.256 | 0
 1815 |          7.260 | 0
 1816 |          7.264 | 0
 1817 |          7.268 | 0
 1818 |          7.272 | 0
 1819 |          7.276 | 0
 1820 |          7.280 | 0
 1821 |          7.284 | 0
 1822 |          7.288 | 0
 1823 |          7.292 | 0
 1824 |          7.296 | 0
 1825 |          7.300 | 0
 1826 |          7.304 | 0
 1827 |          7.308 | 0
 1828 |          7.312 | 0
 1829 |          7.316 | 0
 1830 |          7.320 | 0
 1831 |          7.324 | 0
 1832 |          7.328 | 0
 1833 |          7.332 | 0
 1834 |          7.336 | 0
 1835 |          7.340 | 0
 1836 |          7.344 | 0
 1837 |          7.348 | 0
 1838 |          7.352 | 0
 1839 |          7.356 | 0
 1840 |          7.360 | 0
 1841 |          7.364 | 0
 1842 |          7.368 | 0
 1843 |          7.372 | 0
 1844 |          7.376 | 0
 1845 |          7.380 | 0
 1846 |          7.384 | 0
 1847 |          7.388 | 0
 1848 |          7.392 | 0
 1849 |          7.396 | 0
 1850 |          7.400 | 0
 1851 |          7.404 | 0
 1852 |          7.408 | 0
 1853 |          7.412 | 0
 1854 |          7.416 | 0
 1855 |          7.420 | 0
 1856 |          7.424 | 0
 1857 |          7.428 | 0
 1858 |          7.432 | 0
 1859 |          7.436 | 0
 1860 |          7.440 | 0
 1861 |          7.444 | 0
 1862 |          7.448 | 0
 1863 |          7.452 | 0
 1864 |          7.456 | 0
 1865 |          7.460 | 0
 1866 |          7.464 | 0
 1867 |          7.468 | 0
 1868 |          7.472 | 0
 1869 |          7.476 | 0
 1870 |          7.480 | 0
 1871 |          7.484 | 0
 1872 |          7.488 | 0
 1873 |          7.492 | 0
 1874 |          7.496 | 0
 1875 |          7.500 | 0
 1876 |          7.504 | 0
 1877 |          7.508 | 0
 1878 |          7.512 | 0
 1879 |          7.516 | 0
 1880 |          7.520 | 0
 1881 |          7.524 | 0
 1882 |          7.528 | 0
 1883 |          7.532 | 0
 1884 |          7.536 | 0
 1885 |          7.540 | 0
 1886 |          7.544 | 0
 1887 |          7.548 | 0
 1888 |          7.552 | 0
 1889 |          7.556 | 0
 1890 |          7.560 | 0
 1891 |          7.564 | 0
 1892 |          7.568 | 0
 1893 |          7.572 | 0
 1894 |          7.576 | 0
 1895 |          7.580 | 0
 1896 |          7.584 | 0
 1897 |          7.588 | 0
 1898 |          7.592 | 0
 1899 |          7.596 | 0
 1900 |          7.600 | 0
 1901 |          7.604 | 0
 1902 |          7.608 | 0
 1903 |          7.612 | 0
 1904 |          7.616 | 0
 1905 |          7.620 | 0
 1906 |          7.624 | 0
 1907 |          7.628 | 0
 1908 |          7.632 | 0
 1909 |          7.636 | 0
 1910 |          7.640 | 0
 1911 |          7.644 | 0
 1912 |          7.648 | 0
 1913 |          7.652 | 0
 1914 |          7.656 | 0
 1915 |          7.660 | 0
 1916 |          7.664 | 0
 1917 |          7.668 | 0
 1918 |          7.672 | 0
 1919 |          7.676 | 0
 1920 |          7.680 | 0
 1921 |          7.684 | 0
 1922 |          7.688 | 0
 1923 |          7.692 | 0
 1924 |          7.696 | 0
 1925 |          7.700 | 0
 1926 |          7.704 | 0
 1927 |          7.708 | 0
 1928 |          7.712 | 0
 1929 |          7.716 | 0
 1930 |          7.720 | 0
 1931 |          7.724 | 0
 1932 |          7.728 | 0
 1933 |          7.732 | 0
 1934 |          7.736 | 0
 1935 |          7.740 | 0
 1936 |          7.744 | 0
 1937 |          7.748 | 0
 1938 |          7.752 | 0
 1939 |          7.756 | 0
 1940 |          7.760 | 0
 1941 |          7.764 | 0
 1942 |          7.768 | 0
 1943 |          7.772 | 0
 1944 |          7.776 | 0
 1945 |          7.780 | 0
 1946 |          7.784 | 0
 1947 |          7.788 | 0
 1948 |          7.792 | 0
 1949 |          7.796 | 0
 1950 |          7.800 | 0
 1951 |          7.804 | 0
 1952 |          7.808 | 0
 1953 |          7.812 | 0
 1954 |          7.816 | 0
 1955 |          7.820 | 0
 1956 |          7.824 | 0
 1957 |          7.828 | 0
 1958 |          7.832 | 0
 1959 |          7.836 | 0
 1960 |          7.840 | 0
 1961 |          7.844 | 0
 1962 |          7.848 | 0
 1963 |          7.852 | 0
 1964 |          7.856 | 0
 1965 |          7.860 | 0
 1966 |          7.864 | 0
 1967 |          7.868 | 0
 1968 |          7.872 | 0
 1969 |          7.876 | 256
 1970 |          7.880 | 0
 1971 |          7.884 | 0
 1972 |          7.888 | 0
 1973 |          7.892 | 0
 1974 |          7.896 | 0
 1975 |          7.900 | 0
 1976 |          7.904 | 0
 1977 |          7.908 | 0
 1978 |          7.912 | 0
 1979 |          7.916 | 0
 1980 |          7.920 | 0
 1981 |          7.924 | 0
 1982 |          7.928 | 0
 1983 |          7.932 | 0
 1984 |          7.936 | 0
 1985 |          7.940 | 0
 1986 |          7.944 | 0
 1987 |          7.948 | 0
 1988 |          7.952 | 0
 1989 |          7.956 | 0
 1990 |          7.960 | 0
 1991 |          7.964 | 0
 1992 |          7.968 | 0
 1993 |          7.972 | 0
 1994 |          7.976 | 0
 1995 |          7.980 | 0
 1996 |          7.984 | 0
 1997 |          7.988 | 0
 1998 |          7.992 | 0
 1999 |          7.996 | 0
 2000 |          8.000 | 0
 2001 |          8.004 | 0
 2002 |          8.008 | 0
 2003 |          8.012 | 0
 2004 |          8.016 | 0
 2005 |          8.020 | 0
 2006 |          8.024 | 0
 2007 |          8.028 | 0
 2008 |          8.032 | 0
 2009 |          8.036 | 0
 2010 |          8.040 | 0
 2011 |          8.044 | 0
 2012 |          8.048 | 0
 2013 |          8.052 | 0
 2014 |          8.056 | 0
 2015 |          8.060 | 0
 2016 |          8.064 | 0
 2017 |          8.068 | 0
 2018 |          8.072 | 0
 2019 |          8.076 | 0
 2020 |          8.080 | 0
 2021 |          8.084 | 0
 2022 |          8.088 | 0
 2023 |          8.092 | 0
 2024 |          8.096 | 0
 2025 |          8.100 | 0
 2026 |          8.104 | 0
 2027 |          8.108 | 0
 2028 |          8.112 | 0
 2029 |          8.116 | 0
 2030 |          8.120 | 0
 2031 |          8.124 | 0
 2032 |          8.128 | 0
 2033 |          8.132 | 0
 2034 |          8.136 | 0
 2035 |          8.140 | 0
 2036 |          8.144 | 0
 2037 |          8.148 | 0
 2038 |          8.152 | 0
 2039 |          8.156 | 0
 2040 |          8.160 | 0
 2041 |          8.164 | 0
 2042 |          8.168 | 0
 2043 |          8.172 | 0
 2044 |          8.176 | 0
 2045 |          8.180 | 0
 2046 |          8.184 | 0
 2047 |          8.188 | 0
 2048 |          8.192 | 0
 2049 |          8.196 | 0
 2050 |          8.200 | 0
 2051 |          8.204 | 0
 2052 |          8.208 | 0
 2053 |          8.212 | 0
 2054 |          8.216 | 0
 2055 |          8.220 | 0
 2056 |          8.224 | 0
 2057 |          8.228 | 0
 2058 |          8.232 | 0
 2059 |          8.236 | 0
 2060 |          8.240 | 0
 2061 |          8.244 | 0
 2062 |          8.248 | 0
 2063 |          8.252 | 0
 2064 |          8.256 | 0
 2065 |          8.260 | 0
 2066 |          8.264 | 0
 2067 |          8.268 | 0
 2068 |          8.272 | 0
 2069 |          8.276 | 0
 2070 |          8.280 | 0
 2071 |          8.284 | 0
 2072 |          8.288 | 0
 2073 |          8.292 | 0
 2074 |          8.296 | 0
 2075 |          8.300 | 0
 2076 |          8.304 | 0
 2077 |          8.308 | 0
 2078 |          8.312 | 0
 2079 |          8.316 | 0
 2080 |          8.320 | 0
 2081 |          8.324 | 0
 2082 |          8.328 | 0
 2083 |          8.332 | 0
 2084 |          8.336 | 0
 2085 |          8.340 | 0
 2086 |          8.344 | 0
 2087 |          8.348 | 0
 2088 |          8.352 | 0
 2089 |          8.356 | 0
 2090 |          8.360 | 0
 2091 |          8.364 | 0
 2092 |          8.368 | 0
 2093 |          8.372 | 0
 2094 |          8.376 | 0
 2095 |          8.380 | 0
 2096 |          8.384 | 0
 2097 |          8.388 | 0
 2098 |          8.392 | 0
 2099 |          8.396 | 0
 2100 |          8.400 | 0
 2101 |          8.404 | 0
 2102 |          8.408 | 0
 2103 |          8.412 | 0
 2104 |          8.416 | 0
 2105 |          8.420 | 0
 2106 |          8.424 | 0
 2107 |          8.428 | 0
 2108 |          8.432 | 0
 2109 |          8.436 | 0
 2110 |          8.440 | 0
 2111 |          8.444 | 0
 2112 |          8.448 | 0
 2113 |          8.452 | 0
 2114 |          8.456 | 0
 2115 |          8.460 | 0
 2116 |          8.464 | 0
 2117 |          8.468 | 0
 2118 |          8.472 | 0
 2119 |          8.476 | 0
 2120 |          8.480 | 0
 2121 |          8.484 | 0
 2122 |          8.488 | 0
 2123 |          8.492 | 0
 2124 |          8.496 | 0
 2125 |          8.500 | 0
 2126 |          8.504 | 0
 2127 |          8.508 | 0
 2128 |          8.512 | 0
 2129 |          8.516 | 0
 2130 |          8.520 | 0
 2131 |          8.524 | 0
 2132 |          8.528 | 0
 2133 |          8.532 | 0
 2134 |          8.536 | 0
 2135 |          8.540 | 0
 2136 |          8.544 | 0
 2137 |          8.548 | 0
 2138 |          8.552 | 0
 2139 |          8.556 | 0
 2140 |          8.560 | 0
 2141 |          8.564 | 0
 2142 |          8.568 | 0
 2143 |          8.572 | 0
 2144 |          8.576 | 0
 2145 |          8.580 | 0
 2146 |          8.584 | 0
 2147 |          8.588 | 0
 2148 |          8.592 | 0
 2149 |          8.596 | 0
 2150 |          8.600 | 0
 2151 |          8.604 | 0
 2152 |          8.608 | 0
 2153 |          8.612 | 0
 2154 |          8.616 | 0
 2155 |          8.620 | 0
 2156 |          8.624 | 0
 2157 |          8.628 | 0
 2158 |          8.632 | 0
 2159 |          8.636 | 0
 2160 |          8.640 | 0
 2161 |          8.644 | 0
 2162 |          8.648 | 0
 2163 |          8.652 | 0
 2164 |          8.656 | 0
 2165 |          8.660 | 0
 2166 |          8.664 | 0
 2167 |          8.668 | 0
 2168 |          8.672 | 0
 2169 |          8.676 | 0
 2170 |          8.680 | 0
 2171 |          8.684 | 0
 2172 |          8.688 | 0
 2173 |          8.692 | 0
 2174 |          8.696 | 0
 2175 |          8.700 | 0
 2176 |          8.704 | 0
 2177 |          8.708 | 0
 2178 |          8.712 | 0
 2179 |          8.716 | 0
 2180 |          8.720 | 0
 2181 |          8.724 | 0
 2182 |          8.728 | 0
 2183 |          8.732 | 0
 2184 |          8.736 | 0
 2185 |          8.740 | 0
 2186 |          8.744 | 0
 2187 |          8.748 | 0
 2188 |          8.752 | 0
 2189 |          8.756 | 0
 2190 |          8.760 | 0
 2191 |          8.764 | 0
 2192 |          8.768 | 0
 2193 |          8.772 | 0
 2194 |          8.776 | 0
 2195 |          8.780 | 0
 2196 |          8.784 | 0
 2197 |          8.788 | 0
 2198 |          8.792 | 0
 2199 |          8.796 | 0
 2200 |          8.800 | 0
 2201 |          8.804 | 0
 2202 |          8.808 | 0
 2203 |          8.812 | 0
 2204 |          8.816 | 0
 2205 |          8.820 | 0
 2206 |          8.824 | 0
 2207 |          8.828 | 0
 2208 |          8.832 | 0
 2209 |          8.836 | 0
 2210 |          8.840 | 0
 2211 |          8.844 | 0
 2212 |          8.848 | 0
 2213 |          8.852 | 0
 2214 |          8.856 | 0
 2215 |          8.860 | 0
 2216 |          8.864 | 0
 2217 |          8.868 | 0
 2218 |          8.872 | 0
 2219 |          8.876 | 0
 2220 |          8.880 | 0
 2221 |          8.884 | 0
 2222 |          8.888 | 0
 2223 |          8.892 | 0
 2224 |          8.896 | 0
 2225 |          8.900 | 0
 2226 |          8.904 | 0
 2227 |          8.908 | 0
 2228 |          8.912 | 0
 2229 |          8.916 | 0
 2230 |          8.920 | 0
 2231 |          8.924 | 0
 2232 |          8.928 | 0
 2233 |          8.932 | 0
 2234 |          8.936 | 0
 2235 |          8.940 | 0
 2236 |          8.944 | 0
 2237 |          8.948 | 0
 2238 |          8.952 | 0
 2239 |          8.956 | 0
 2240 |          8.960 | 0
 2241 |          8.964 | 0
 2242 |          8.968 | 0
 2243 |          8.972 | 0
 2244 |          8.976 | 0
 2245 |          8.980 | 0
 2246 |          8.984 | 0
 2247 |          8.988 | 0
 2248 |          8.992 | 0
 2249 |          8.996 | 0
 2250 |          9.000 | 0
 2251 |          9.004 | 0
 2252 |          9.008 | 0
 2253 |          9.012 | 0
 2254 |          9.016 | 0
 2255 |          9.020 | 0
 2256 |          9.024 | 0
 2257 |          9.028 | 0
 2258 |          9.032 | 0
 2259 |          9.036 | 0
 2260 |          9.040 | 0
 2261 |          9.044 | 0
 2262 |          9.048 | 0
 2263 |          9.052 | 0
 2264 |          9.056 | 0
 2265 |          9.060 | 0
 2266 |          9.064 | 0
 2267 |          9.068 | 0
 2268 |          9.072 | 0
 2269 |          9.076 | 0
 2270 |          9.080 | 0
 2271 |          9.084 | 0
 2272 |          9.088 | 0
 2273 |          9.092 | 0
 2274 |          9.096 | 0
 2275 |          9.100 | 0
 2276 |          9.104 | 0
 2277 |          9.108 | 0
 2278 |          9.112 | 0
 2279 |          9.116 | 0
 2280 |          9.120 | 0
 2281 |          9.124 | 0
 2282 |          9.128 | 0
 2283 |          9.132 | 0
 2284 |          9.136 | 0
 2285 |          9.140 | 0
 2286 |          9.144 | 0
 2287 |          9.148 | 0
 2288 |          9.152 | 0
 2289 |          9.156 | 0
 2290 |          9.160 | 0
 2291 |          9.164 | 0
 2292 |          9.168 | 0
 2293 |          9.172 | 0
 2294 |          9.176 | 0
 2295 |          9.180 | 0
 2296 |          9.184 | 0
 2297 |          9.188 | 0
 2298 |          9.192 | 0
 2299 |          9.196 | 0
 2300 |          9.200 | 0
 2301 |          9.204 | 0
 2302 |          9.208 | 0
 2303 |          9.212 | 0
 2304 |          9.216 | 0
 2305 |          9.220 | 0
 2306 |          9.224 | 0
 2307 |          9.228 | 0
 2308 |          9.232 | 0
 2309 |          9.236 | 0
 2310 |          9.240 | 0
 2311 |          9.244 | 0
 2312 |          9.248 | 0
 2313 |          9.252 | 0
 2314 |          9.256 | 0
 2315 |          9.260 | 0
 2316 |          9.264 | 0
 2317 |          9.268 | 0
 2318 |          9.272 | 0
 2319 |          9.276 | 0
 2320 |          9.280 | 0
 2321 |          9.284 | 0
 2322 |          9.288 | 0
 2323 |          9.292 | 0
 2324 |          9.296 | 0
 2325 |          9.300 | 0
 2326 |          9.304 | 0
 2327 |          9.308 | 0
 2328 |          9.312 | 0
 2329 |          9.316 | 0
 2330 |          9.320 | 0
 2331 |          9.324 | 0
 2332 |          9.328 | 0
 2333 |          9.332 | 0
 2334 |          9.336 | 0
 2335 |          9.340 | 0
 2336 |          9.344 | 0
 2337 |          9.348 | 0
 2338 |          9.352 | 0
 2339 |          9.356 | 0
 2340 |          9.360 | 0
 2341 |          9.364 | 0
 2342 |          9.368 | 0
 2343 |          9.372 | 0
 2344 |          9.376 | 0
 2345 |          9.380 | 0
 2346 |          9.384 | 0
 2347 |          9.388 | 0
 2348 |          9.392 | 0
 2349 |          9.396 | 0
 2350 |          9.400 | 0
 2351 |          9.404 | 0
 2352 |          9.408 | 0
 2353 |          9.412 | 0
 2354 |          9.416 | 0
 2355 |          9.420 | 0
 2356 |          9.424 | 0
 2357 |          9.428 | 0
 2358 |          9.432 | 0
 2359 |          9.436 | 0
 2360 |          9.440 | 0
 2361 |          9.444 | 0
 2362 |          9.448 | 0
 2363 |          9.452 | 0
 2364 |          9.456 | 0
 2365 |          9.460 | 0
 2366 |          9.464 | 0
 2367 |          9.468 | 0
 2368 |          9.472 | 0
 2369 |          9.476 | 0
 2370 |          9.480 | 0
 2371 |          9.484 | 0
 2372 |          9.488 | 0
 2373 |          9.492 | 0
 2374 |          9.496 | 0
 2375 |          9.500 | 0
 2376 |          9.504 | 0
 2377 |          9.508 | 0
 2378 |          9.512 | 0
 2379 |          9.516 | 0
 2380 |          9.520 | 0
 2381 |          9.524 | 0
 2382 |          9.528 | 0
 2383 |          9.532 | 0
 2384 |          9.536 | 0
 2385 |          9.540 | 0
 2386 |          9.544 | 0
 2387 |          9.548 | 0
 2388 |          9.552 | 0
 2389 |          9.556 | 0
 2390 |          9.560 | 0
 2391 |          9.564 | 0
 2392 |          9.568 | 0
 2393 |          9.572 | 0
 2394 |          9.576 | 0
 2395 |          9.580 | 0
 2396 |          9.584 | 0
 2397 |          9.588 | 0
 2398 |          9.592 | 0
 2399 |          9.596 | 0
 2400 |          9.600 | 0
 2401 |          9.604 | 0
 2402 |          9.608 | 0
 2403 |          9.612 | 0
 2404 |          9.616 | 0
 2405 |          9.620 | 0
 2406 |          9.624 | 0
 2407 |          9.628 | 0
 2408 |          9.632 | 0
 2409 |          9.636 | 0
 2410 |          9.640 | 0
 2411 |          9.644 | 0
 2412 |          9.648 | 0
 2413 |          9.652 | 0
 2414 |          9.656 | 0
 2415 |          9.660 | 0
 2416 |          9.664 | 0
 2417 |          9.668 | 0
 2418 |          9.672 | 0
 2419 |          9.676 | 0
 2420 |          9.680 | 0
 2421 |          9.684 | 0
 2422 |          9.688 | 0
 2423 |          9.692 | 0
 2424 |          9.696 | 0
 2425 |          9.700 | 0
 2426 |          9.704 | 0
 2427 |          9.708 | 256
 2428 |          9.712 | 0
 2429 |          9.716 | 0
 2430 |          9.720 | 0
 2431 |          9.724 | 0
 2432 |          9.728 | 0
 2433 |          9.732 | 0
 2434 |          9.736 | 0
 2435 |          9.740 | 0
 2436 |          9.744 | 0
 2437 |          9.748 | 0
 2438 |          9.752 | 0
 2439 |          9.756 | 0
 2440 |          9.760 | 0
 2441 |          9.764 | 0
 2442 |          9.768 | 0
 2443 |          9.772 | 0
 2444 |          9.776 | 0
 2445 |          9.780 | 0
 2446 |          9.784 | 0
 2447 |          9.788 | 0
 2448 |          9.792 | 0
 2449 |          9.796 | 0
 2450 |          9.800 | 0
 2451 |          9.804 | 0
 2452 |          9.808 | 0
 2453 |          9.812 | 0
 2454 |          9.816 | 0
 2455 |          9.820 | 0
 2456 |          9.824 | 0
 2457 |          9.828 | 0
 2458 |          9.832 | 0
 2459 |          9.836 | 0
 2460 |          9.840 | 0
 2461 |          9.844 | 0
 2462 |          9.848 | 0
 2463 |          9.852 | 0
 2464 |          9.856 | 0
 2465 |          9.860 | 0
 2466 |          9.864 | 0
 2467 |          9.868 | 0
 2468 |          9.872 | 0
 2469 |          9.876 | 0
 2470 |          9.880 | 0
 2471 |          9.884 | 0
 2472 |          9.888 | 0
 2473 |          9.892 | 0
 2474 |          9.896 | 0
 2475 |          9.900 | 0
 2476 |          9.904 | 0
 2477 |          9.908 | 0
 2478 |          9.912 | 0
 2479 |          9.916 | 0
 2480 |          9.920 | 0
 2481 |          9.924 | 0
 2482 |          9.928 | 0
 2483 |          9.932 | 0
 2484 |          9.936 | 0
 2485 |          9.940 | 0
 2486 |          9.944 | 0
 2487 |          9.948 | 0
 2488 |          9.952 | 0
 2489 |          9.956 | 0
 2490 |          9.960 | 0
 2491 |          9.964 | 0
 2492 |          9.968 | 0
 2493 |          9.972 | 0
 2494 |          9.976 | 0
 2495 |          9.980 | 0
 2496 |          9.984 | 0
 2497 |          9.988 | 0
 2498 |          9.992 | 0
 2499 |          9.996 | 0
 2500 |         10.000 | 0
 2501 |         10.004 | 0
 2502 |         10.008 | 0
 2503 |         10.012 | 0
 2504 |         10.016 | 0
 2505 |         10.020 | 0
 2506 |         10.024 | 0
 2507 |         10.028 | 0
 2508 |         10.032 | 0
 2509 |         10.036 | 0
 2510 |         10.040 | 0
 2511 |         10.044 | 0
 2512 |         10.048 | 0
 2513 |         10.052 | 0
 2514 |         10.056 | 0
 2515 |         10.060 | 0
 2516 |         10.064 | 0
 2517 |         10.068 | 0
 2518 |         10.072 | 0
 2519 |         10.076 | 0
 2520 |         10.080 | 0
 2521 |         10.084 | 0
 2522 |         10.088 | 0
 2523 |         10.092 | 0
 2524 |         10.096 | 0
 2525 |         10.100 | 0
 2526 |         10.104 | 0
 2527 |         10.108 | 0
 2528 |         10.112 | 0
 2529 |         10.116 | 0
 2530 |         10.120 | 0
 2531 |         10.124 | 0
 2532 |         10.128 | 0
 2533 |         10.132 | 0
 2534 |         10.136 | 0
 2535 |         10.140 | 0
 2536 |         10.144 | 0
 2537 |         10.148 | 0
 2538 |         10.152 | 0
 2539 |         10.156 | 0
 2540 |         10.160 | 0
 2541 |         10.164 | 0
 2542 |         10.168 | 0
 2543 |         10.172 | 0
 2544 |         10.176 | 0
 2545 |         10.180 | 0
 2546 |         10.184 | 0
 2547 |         10.188 | 0
 2548 |         10.192 | 0
 2549 |         10.196 | 0
 2550 |         10.200 | 0
 2551 |         10.204 | 0
 2552 |         10.208 | 0
 2553 |         10.212 | 0
 2554 |         10.216 | 0
 2555 |         10.220 | 0
 2556 |         10.224 | 0
 2557 |         10.228 | 0
 2558 |         10.232 | 0
 2559 |         10.236 | 0
 2560 |         10.240 | 0
 2561 |         10.244 | 0
 2562 |         10.248 | 0
 2563 |         10.252 | 0
 2564 |         10.256 | 0
 2565 |         10.260 | 0
 2566 |         10.264 | 0
 2567 |         10.268 | 0
 2568 |         10.272 | 0
 2569 |         10.276 | 0
 2570 |         10.280 | 0
 2571 |         10.284 | 0
 2572 |         10.288 | 0
 2573 |         10.292 | 0
 2574 |         10.296 | 0
 2575 |         10.300 | 0
 2576 |         10.304 | 0
 2577 |         10.308 | 0
 2578 |         10.312 | 0
 2579 |         10.316 | 0
 2580 |         10.320 | 0
 2581 |         10.324 | 0
 2582 |         10.328 | 0
 2583 |         10.332 | 0
 2584 |         10.336 | 0
 2585 |         10.340 | 0
 2586 |         10.344 | 0
 2587 |         10.348 | 0
 2588 |         10.352 | 0
 2589 |         10.356 | 0
 2590 |         10.360 | 0
 2591 |         10.364 | 0
 2592 |         10.368 | 0
 2593 |         10.372 | 0
 2594 |         10.376 | 0
 2595 |         10.380 | 0
 2596 |         10.384 | 0
 2597 |         10.388 | 0
 2598 |         10.392 | 0
 2599 |         10.396 | 0
 2600 |         10.400 | 0
 2601 |         10.404 | 0
 2602 |         10.408 | 0
 2603 |         10.412 | 0
 2604 |         10.416 | 0
 2605 |         10.420 | 0
 2606 |         10.424 | 0
 2607 |         10.428 | 0
 2608 |         10.432 | 0
 2609 |         10.436 | 0
 2610 |         10.440 | 0
 2611 |         10.444 | 0
 2612 |         10.448 | 0
 2613 |         10.452 | 0
 2614 |         10.456 | 0
 2615 |         10.460 | 0
 2616 |         10.464 | 0
 2617 |         10.468 | 0
 2618 |         10.472 | 0
 2619 |         10.476 | 0
 2620 |         10.480 | 0
 2621 |         10.484 | 0
 2622 |         10.488 | 0
 2623 |         10.492 | 0
 2624 |         10.496 | 0
 2625 |         10.500 | 0
 2626 |         10.504 | 0
 2627 |         10.508 | 0
 2628 |         10.512 | 0
 2629 |         10.516 | 0
 2630 |         10.520 | 0
 2631 |         10.524 | 0
 2632 |         10.528 | 0
 2633 |         10.532 | 0
 2634 |         10.536 | 0
 2635 |         10.540 | 0
 2636 |         10.544 | 0
 2637 |         10.548 | 0
 2638 |         10.552 | 0
 2639 |         10.556 | 0
 2640 |         10.560 | 0
 2641 |         10.564 | 0
 2642 |         10.568 | 0
 2643 |         10.572 | 0
 2644 |         10.576 | 0
 2645 |         10.580 | 0
 2646 |         10.584 | 0
 2647 |         10.588 | 0
 2648 |         10.592 | 0
 2649 |         10.596 | 0
 2650 |         10.600 | 0
 2651 |         10.604 | 0
 2652 |         10.608 | 0
 2653 |         10.612 | 0
 2654 |         10.616 | 0
 2655 |         10.620 | 0
 2656 |         10.624 | 0
 2657 |         10.628 | 0
 2658 |         10.632 | 0
 2659 |         10.636 | 0
 2660 |         10.640 | 0
 2661 |         10.644 | 0
 2662 |         10.648 | 0
 2663 |         10.652 | 0
 2664 |         10.656 | 0
 2665 |         10.660 | 0
 2666 |         10.664 | 0
 2667 |         10.668 | 0
 2668 |         10.672 | 0
 2669 |         10.676 | 0
 2670 |         10.680 | 0
 2671 |         10.684 | 0
 2672 |         10.688 | 0
 2673 |         10.692 | 0
 2674 |         10.696 | 0
 2675 |         10.700 | 0
 2676 |         10.704 | 0
 2677 |         10.708 | 0
 2678 |         10.712 | 0
 2679 |         10.716 | 0
 2680 |         10.720 | 0
 2681 |         10.724 | 0
 2682 |         10.728 | 0
 2683 |         10.732 | 0
 2684 |         10.736 | 0
 2685 |         10.740 | 0
 2686 |         10.744 | 0
 2687 |         10.748 | 0
 2688 |         10.752 | 0
 2689 |         10.756 | 0
 2690 |         10.760 | 0
 2691 |         10.764 | 0
 2692 |         10.768 | 0
 2693 |         10.772 | 0
 2694 |         10.776 | 0
 2695 |         10.780 | 0
 2696 |         10.784 | 0
 2697 |         10.788 | 0
 2698 |         10.792 | 0
 2699 |         10.796 | 0
